time_s,Thumb,Index,Middle,Ring,Pinky
8.2680,0.49489,-1.00000,-1.00000,-1.00000,-0.06141
8.2850,0.53090,-1.00000,-1.00000,-1.00000,-0.07244
8.3020,0.53090,-1.00000,-1.00000,-1.00000,-0.07244
8.3190,0.48069,-1.00000,-1.00000,-1.00000,-0.09089
8.3360,0.48287,-1.00000,-1.00000,-1.00000,-0.10197
8.3520,0.48287,-1.00000,-1.00000,-1.00000,-0.10197
8.3680,0.48287,-1.00000,-1.00000,-1.00000,-0.10197
8.3850,0.46262,-1.00000,-1.00000,-1.00000,-0.16846
8.4010,0.47832,-1.00000,-1.00000,-1.00000,-0.16478
8.4170,0.47832,-1.00000,-1.00000,-1.00000,-0.16478
8.4330,0.47832,-1.00000,-1.00000,-1.00000,-0.16478
8.4490,0.47828,-1.00000,-1.00000,-1.00000,-0.14276
8.4660,0.47828,-1.00000,-1.00000,-1.00000,-0.14276
8.4830,0.47828,-1.00000,-1.00000,-1.00000,-0.14276
8.5030,0.49634,-1.00000,-1.00000,-1.00000,-0.11699
8.5200,0.50311,-1.00000,-1.00000,-1.00000,-0.12068
8.5370,0.50311,-1.00000,-1.00000,-1.00000,-0.12068
8.5540,0.50311,-1.00000,-1.00000,-1.00000,-0.12068
8.5710,0.50768,-1.00000,-1.00000,-1.00000,-0.01866
8.5870,0.50768,-1.00000,-1.00000,-1.00000,-0.01866
8.6040,0.50768,-1.00000,-1.00000,-1.00000,-0.01866
8.6220,0.55559,-1.00000,-1.00000,-1.00000,-0.01498
8.6390,0.51964,-1.00000,-1.00000,-1.00000,0.02192
8.6560,0.51964,-1.00000,-1.00000,-1.00000,0.02192
8.6730,0.51964,-1.00000,-1.00000,-1.00000,0.02192
8.6900,0.53548,-1.00000,-1.00000,-1.00000,0.06779
8.7060,0.53548,-1.00000,-1.00000,-1.00000,0.06779
8.7230,0.53548,-1.00000,-1.00000,-1.00000,0.06779
8.7400,0.53999,-1.00000,-1.00000,-1.00000,0.09048
8.7560,0.52651,-1.00000,-1.00000,-1.00000,-0.01107
8.7730,0.52651,-1.00000,-1.00000,-1.00000,-0.01107
8.7890,0.52651,-1.00000,-1.00000,-1.00000,-0.01107
8.8060,0.56253,-1.00000,-1.00000,-1.00000,-0.02209
8.8240,0.56254,-1.00000,-1.00000,-1.00000,-0.00368
8.8410,0.56254,-1.00000,-1.00000,-1.00000,-0.00368
8.8580,0.56254,-1.00000,-1.00000,-1.00000,-0.00368
8.8740,0.57597,-1.00000,-1.00000,-1.00000,-0.01098
8.8900,0.57597,-1.00000,-1.00000,-1.00000,-0.01098
8.9070,0.57597,-1.00000,-1.00000,-1.00000,-0.01098
8.9240,0.57597,-1.00000,-1.00000,-1.00000,0.02285
8.9400,0.57597,-1.00000,-1.00000,-1.00000,0.02285
8.9570,0.57597,-1.00000,-1.00000,-1.00000,0.02285
8.9740,0.57597,-1.00000,-1.00000,-1.00000,0.02285
8.9910,0.58049,-1.00000,-1.00000,-1.00000,-0.05163
